p1,53920,42968
p2,52019,42206
p3,52570,42476
p4,54220,42081
p5,54268,43420
p6,52288,42408
p7,54436,39727
p8,52391,44323
p9,54995,43655
p10,53761,43403
p11,53769,43786
p12,52883,41365
p13,54448,42846
p14,53358,40498
p15,54626,43461
p16,53751,42326
p17,52714,41735
p18,53545,43025
p19,55281,41180
p20,52522,42088
p21,53825,42358
p22,54951,43538
p23,55113,40262
p24,53366,41560
p25,52425,42226
p26,53729,43219
p27,54658,41295
p28,53236,44502
p29,54569,43519
p30,55192,40969
p31,52661,42382
p32,54389,41903
p33,54931,42810
p34,55003,43219
p35,56382,43858
p36,54258,44302
p37,53785,43039
p38,53844,44271
p39,53568,38856
p40,53300,41958
p41,54027,39799
p42,54307,44020
p43,52648,43224
p44,51953,41115
p45,56370,40191
p46,53655,41979
p47,49832,41548
p48,54146,41202
p49,52375,41772
p50,54484,41591
p51,51271,41252
p52,53894,43780
p53,51496,42107
p54,55580,41750
p55,52235,43593
p56,53009,45720
p57,52895,40396
p58,52314,40370
p59,53527,43264
p60,51552,42936
p61,54356,43953
p62,51788,41827
p63,53644,44911
p64,51526,41555
p65,52460,41243
p66,52790,40829
p67,53560,43487
p68,55317,41567
p69,54211,42145
p70,52736,43734
p71,54220,41543
p72,55487,40680
p73,53164,42365
p74,54372,42125
p75,52296,42854
p76,51853,42724
p77,55470,42381
p78,55843,43461
p79,53041,41762
p80,56020,44948
p81,54572,42044
p82,55615,39213
p83,51784,42659
p84,54678,42358
p85,55264,42101
p86,53628,45140
p87,51676,41313
p88,52069,42197
p89,53695,41876
p90,52425,41797
p91,55562,40697
p92,53371,40882
p93,53015,43465
p94,53484,45006
p95,54684,41479
p96,52344,45540
p97,56100,40476
p98,57237,41749
p99,52220,40576
p100,53611,42444
p101,54594,43850
p102,51844,42736
p103,53038,41204
p104,54636,40466
p105,52845,43435
p106,53530,39504
p107,53417,43154
p108,55258,43614
p109,54519,43642
p110,51681,45290
p111,49313,41972
p112,55194,44097
p113,55109,41603
p114,53142,43422
p115,53656,41913
p116,49901,43636
p117,53632,43440
p118,53989,42372
p119,53334,41711
p120,53446,41789
p121,53340,41575
p122,53856,41857
p123,54385,42851
p124,53719,41851
p125,56661,40693
p126,54461,41699
p127,53281,43550
